"Calendar year","Month","ABS remoteness area","Cause of injury","Age group","Sex","Road user","Counterparty","Count of cases","Bed days","Died_cases","Died_bed_days","Hospitalisations"
2011,"April","Major Cities","Traffic","65-74","Male","Motorcyclist","Non-collision transport accident",3,18,0,0,3
2011,"April","Major Cities","Traffic","65-74","Male","Pedal cyclist","Car, pick-up truck or van",2,21,0,0,2
2011,"April","Major Cities","Traffic","65-74","Male","Pedal cyclist","Non-collision transport accident",1,1,0,0,1
2011,"April","Major Cities","Traffic","65-74","Male","Pedal cyclist","Other and unspecified transport accidents",2,10,0,0,2
2011,"April","Major Cities","Traffic","65-74","Male","Pedal cyclist","Pedal cycle",1,1,0,0,1
2011,"April","Major Cities","Traffic","65-74","Male","Pedestrian","Car, pick-up truck or van",6,32,0,0,6
2011,"April","Major Cities","Traffic","65-74","Male","Pedestrian","Heavy transport vehicle or bus",1,6,0,0,1
2011,"April","Major Cities","Traffic","75+","Female","Bus occupant","Non-collision transport accident",3,23,0,0,3
2011,"April","Major Cities","Traffic","75+","Female","Car driver","Car, pick-up truck or van",16,67,1,4,15
2011,"April","Major Cities","Traffic","75+","Female","Car driver","Fixed or stationary object",3,8,0,0,3
2011,"April","Major Cities","Traffic","75+","Female","Car driver","Non-collision transport accident",1,1,0,0,1
2011,"April","Major Cities","Traffic","75+","Female","Car passenger","Car, pick-up truck or van",16,58,0,0,16
2011,"April","Major Cities","Traffic","75+","Female","Car passenger","Fixed or stationary object",1,12,0,0,1
2011,"April","Major Cities","Traffic","75+","Female","Car passenger","Non-collision transport accident",0,15,0,0,0
2011,"April","Major Cities","Traffic","75+","Female","Car unknown position","Car, pick-up truck or van",2,2,0,0,2
2011,"April","Major Cities","Traffic","75+","Female","Car unknown position","Other and unspecified transport accidents",3,14,0,0,3
2011,"April","Major Cities","Traffic","75+","Female","Other or unknown","Other and unspecified transport accidents",1,117,0,0,1
2011,"April","Major Cities","Traffic","75+","Female","Pedestrian","2- or 3- wheeled motor vehicle",1,8,0,0,1
2011,"April","Major Cities","Traffic","75+","Female","Pedestrian","Car, pick-up truck or van",19,147,0,0,19
2011,"April","Major Cities","Traffic","75+","Female","Pedestrian","Pedestrian or animal",1,1,0,0,1
2011,"April","Major Cities","Traffic","75+","Male","Bus occupant","Other and unspecified transport accidents",1,1,0,0,1
2011,"April","Major Cities","Traffic","75+","Male","Car driver","Car, pick-up truck or van",22,117,0,0,22
2011,"April","Major Cities","Traffic","75+","Male","Car driver","Fixed or stationary object",6,26,0,0,6
2011,"April","Major Cities","Traffic","75+","Male","Car driver","Heavy transport vehicle or bus",1,6,0,0,1
2011,"April","Major Cities","Traffic","75+","Male","Car passenger","Car, pick-up truck or van",2,2,0,0,2
2011,"April","Major Cities","Traffic","75+","Male","Car passenger","Fixed or stationary object",1,1,0,0,1
2011,"April","Major Cities","Traffic","75+","Male","Car passenger","Heavy transport vehicle or bus",2,22,0,0,2
2011,"April","Major Cities","Traffic","75+","Male","Car passenger","Non-collision transport accident",2,2,1,1,1
2011,"April","Major Cities","Traffic","75+","Male","Car unknown position","Other and unspecified transport accidents",3,8,0,0,3
2011,"April","Major Cities","Traffic","75+","Male","Motorcyclist","Car, pick-up truck or van",1,35,0,0,1
2011,"April","Major Cities","Traffic","75+","Male","Motorcyclist","Non-collision transport accident",4,28,0,0,4
2011,"April","Major Cities","Traffic","75+","Male","Other or unknown","Other and unspecified transport accidents",1,1,0,0,1
2011,"April","Major Cities","Traffic","75+","Male","Pedal cyclist","Car, pick-up truck or van",2,52,0,0,2
2011,"April","Major Cities","Traffic","75+","Male","Pedal cyclist","Non-collision transport accident",2,33,0,0,2
2011,"April","Major Cities","Traffic","75+","Male","Pedestrian","Car, pick-up truck or van",9,110,0,0,9
2011,"April","Major Cities","Traffic","75+","Male","Pedestrian","Pedal cycle",2,14,0,0,2
2011,"April","Major Cities","Traffic","8-16","Female","Car driver","Fixed or stationary object",1,1,0,0,1
2011,"April","Major Cities","Traffic","8-16","Female","Car passenger","Car, pick-up truck or van",10,12,0,0,10
2011,"April","Major Cities","Traffic","8-16","Female","Car passenger","Fixed or stationary object",4,15,0,0,4
2011,"April","Major Cities","Traffic","8-16","Female","Car passenger","Heavy transport vehicle or bus",1,1,0,0,1
2011,"April","Major Cities","Traffic","8-16","Female","Car passenger","Non-collision transport accident",2,2,0,0,2
2011,"April","Major Cities","Traffic","8-16","Female","Motorcyclist","Non-collision transport accident",1,1,0,0,1
2011,"April","Major Cities","Traffic","8-16","Female","Motorcyclist","Other and unspecified transport accidents",1,2,0,0,1
2011,"April","Major Cities","Traffic","8-16","Female","Pedal cyclist","Car, pick-up truck or van",2,6,0,0,2
2011,"April","Major Cities","Traffic","8-16","Female","Pedal cyclist","Fixed or stationary object",4,9,0,0,4
2011,"April","Major Cities","Traffic","8-16","Female","Pedal cyclist","Non-collision transport accident",6,11,0,0,6
2011,"April","Major Cities","Traffic","8-16","Female","Pedal cyclist","Other and unspecified transport accidents",3,3,0,0,3
2011,"April","Major Cities","Traffic","8-16","Female","Pedestrian","2- or 3- wheeled motor vehicle",1,2,0,0,1
2011,"April","Major Cities","Traffic","8-16","Female","Pedestrian","Car, pick-up truck or van",7,56,0,0,7
2011,"April","Major Cities","Traffic","8-16","Male","Car driver","Fixed or stationary object",1,6,1,1,0
2011,"April","Major Cities","Traffic","8-16","Male","Car driver","Non-collision transport accident",1,3,0,0,1
2011,"April","Major Cities","Traffic","8-16","Male","Car driver","Pedestrian or animal",1,1,0,0,1
2011,"April","Major Cities","Traffic","8-16","Male","Car passenger","Car, pick-up truck or van",2,8,1,1,1
2011,"April","Major Cities","Traffic","8-16","Male","Car passenger","Fixed or stationary object",4,18,0,0,4
2011,"April","Major Cities","Traffic","8-16","Male","Car passenger","Non-collision transport accident",3,7,0,0,3
2011,"April","Major Cities","Traffic","8-16","Male","Car passenger","Train",1,1,0,0,1
2011,"April","Major Cities","Traffic","8-16","Male","Motorcyclist","Car, pick-up truck or van",4,4,1,1,3
2011,"April","Major Cities","Traffic","8-16","Male","Motorcyclist","Fixed or stationary object",3,8,0,0,3
2011,"April","Major Cities","Traffic","8-16","Male","Motorcyclist","Non-collision transport accident",11,16,0,0,11
2011,"April","Major Cities","Traffic","8-16","Male","Motorcyclist","Other and unspecified transport accidents",4,6,0,0,4
2011,"April","Major Cities","Traffic","8-16","Male","Pedal cyclist","Car, pick-up truck or van",4,5,0,0,4
2011,"April","Major Cities","Traffic","8-16","Male","Pedal cyclist","Fixed or stationary object",3,4,0,0,3
2011,"April","Major Cities","Traffic","8-16","Male","Pedal cyclist","Non-collision transport accident",18,28,0,0,18
2011,"April","Major Cities","Traffic","8-16","Male","Pedal cyclist","Other and unspecified transport accidents",8,21,0,0,8
2011,"April","Major Cities","Traffic","8-16","Male","Pedal cyclist","Other non-motor vehicle",0,4,0,0,0
2011,"April","Major Cities","Traffic","8-16","Male","Pedestrian","Car, pick-up truck or van",10,48,0,0,10
2011,"April","Major Cities","Traffic","8-16","Male","Pedestrian","Heavy transport vehicle or bus",1,1,0,0,1
2011,"April","Major Cities","Traffic","8-16","Male","Pedestrian","Train",1,2,0,0,1
2011,"April","Major Cities","Unknown traffic","0-7","Female","Not applicable","Not applicable",5,5,0,0,5
2011,"April","Major Cities","Unknown traffic","0-7","Male","Not applicable","Not applicable",4,5,0,0,4
2011,"April","Major Cities","Unknown traffic","17-25","Female","Not applicable","Not applicable",19,33,0,0,19
2011,"April","Major Cities","Unknown traffic","17-25","Male","Not applicable","Not applicable",17,45,1,14,16
2011,"April","Major Cities","Unknown traffic","26-39","Female","Not applicable","Not applicable",20,71,0,0,20
2011,"April","Major Cities","Unknown traffic","26-39","Male","Not applicable","Not applicable",16,52,0,0,16
2011,"April","Major Cities","Unknown traffic","40-64","Female","Not applicable","Not applicable",32,131,0,0,32
2011,"April","Major Cities","Unknown traffic","40-64","Male","Not applicable","Not applicable",28,140,0,0,28
2011,"April","Major Cities","Unknown traffic","65-74","Female","Not applicable","Not applicable",11,49,0,0,11
2011,"April","Major Cities","Unknown traffic","65-74","Male","Not applicable","Not applicable",8,48,0,0,8
2011,"April","Major Cities","Unknown traffic","75+","Female","Not applicable","Not applicable",18,151,0,0,18
2011,"April","Major Cities","Unknown traffic","75+","Male","Not applicable","Not applicable",13,68,0,0,13
2011,"April","Major Cities","Unknown traffic","8-16","Female","Not applicable","Not applicable",17,28,0,0,17
2011,"April","Major Cities","Unknown traffic","8-16","Male","Not applicable","Not applicable",4,9,0,0,4
2011,"April","Missing","All other trauma events","0-7","Female","Not applicable","Not applicable",8,9,0,0,8
2011,"April","Missing","All other trauma events","0-7","Male","Not applicable","Not applicable",7,22,0,0,7
2011,"April","Missing","All other trauma events","17-25","Female","Not applicable","Not applicable",35,52,0,0,35
2011,"April","Missing","All other trauma events","17-25","Male","Not applicable","Not applicable",81,204,0,0,81
2011,"April","Missing","All other trauma events","26-39","Female","Not applicable","Not applicable",25,126,0,0,25
2011,"April","Missing","All other trauma events","26-39","Male","Not applicable","Not applicable",68,207,1,7,67
2011,"April","Missing","All other trauma events","40-64","Female","Not applicable","Not applicable",34,157,0,0,34
2011,"April","Missing","All other trauma events","40-64","Male","Not applicable","Not applicable",48,155,0,0,48
2011,"April","Missing","All other trauma events","65-74","Female","Not applicable","Not applicable",13,57,0,0,13
2011,"April","Missing","All other trauma events","65-74","Male","Not applicable","Not applicable",8,43,0,0,8
2011,"April","Missing","All other trauma events","75+","Female","Not applicable","Not applicable",18,76,1,7,17
2011,"April","Missing","All other trauma events","75+","Male","Not applicable","Not applicable",6,33,0,0,6
2011,"April","Missing","All other trauma events","8-16","Female","Not applicable","Not applicable",6,7,0,0,6
2011,"April","Missing","All other trauma events","8-16","Male","Not applicable","Not applicable",11,28,0,0,11
2011,"April","Missing","Medical events","0-7","Female","Not applicable","Not applicable",49,184,0,0,49
2011,"April","Missing","Medical events","0-7","Male","Not applicable","Not applicable",92,397,0,0,92
2011,"April","Missing","Medical events","17-25","Female","Not applicable","Not applicable",217,609,0,0,217
2011,"April","Missing","Medical events","17-25","Male","Not applicable","Not applicable",155,1083,0,0,155
2011,"April","Missing","Medical events","26-39","Female","Not applicable","Not applicable",375,1220,1,1,374
2011,"April","Missing","Medical events","26-39","Male","Not applicable","Not applicable",295,3322,1,7,294
2011,"April","Missing","Medical events","40-64","Female","Not applicable","Not applicable",287,1042,2,6,285
2011,"April","Missing","Medical events","40-64","Male","Not applicable","Not applicable",432,2364,0,0,432
2011,"April","Missing","Medical events","65-74","Female","Not applicable","Not applicable",162,539,0,0,162
2011,"April","Missing","Medical events","65-74","Male","Not applicable","Not applicable",206,690,3,19,203
2011,"April","Missing","Medical events","75+","Female","Not applicable","Not applicable",173,600,0,14,173
2011,"April","Missing","Medical events","75+","Male","Not applicable","Not applicable",154,655,2,4,152
2011,"April","Missing","Medical events","8-16","Female","Not applicable","Not applicable",29,60,0,0,29
2011,"April","Missing","Medical events","8-16","Male","Not applicable","Not applicable",39,100,0,0,39
2011,"April","Missing","Medical events","Missing","Male","Not applicable","Not applicable",1,3,0,0,1
2011,"April","Missing","Non-traffic","0-7","Female","Not applicable","Not applicable",2,2,0,0,2
2011,"April","Missing","Non-traffic","0-7","Male","Not applicable","Not applicable",1,1,0,0,1
2011,"April","Missing","Non-traffic","17-25","Female","Not applicable","Not applicable",2,2,0,0,2
2011,"April","Missing","Non-traffic","17-25","Male","Not applicable","Not applicable",1,1,0,0,1
2011,"April","Missing","Non-traffic","26-39","Female","Not applicable","Not applicable",0,1,0,0,0
2011,"April","Missing","Non-traffic","26-39","Male","Not applicable","Not applicable",4,7,0,0,4
2011,"April","Missing","Non-traffic","40-64","Female","Not applicable","Not applicable",1,3,0,0,1
2011,"April","Missing","Non-traffic","40-64","Male","Not applicable","Not applicable",2,11,0,0,2
2011,"April","Missing","Non-traffic","65-74","Female","Not applicable","Not applicable",1,1,0,0,1
2011,"April","Missing","Non-traffic","8-16","Male","Not applicable","Not applicable",2,4,0,0,2
2011,"April","Missing","Other transport","17-25","Female","Not applicable","Not applicable",1,8,0,0,1
2011,"April","Missing","Other transport","17-25","Male","Not applicable","Not applicable",1,1,0,0,1
2011,"April","Missing","Other transport","26-39","Male","Not applicable","Not applicable",2,11,0,0,2
2011,"April","Missing","Other transport","40-64","Male","Not applicable","Not applicable",1,5,0,0,1
2011,"April","Missing","Other transport","65-74","Female","Not applicable","Not applicable",1,13,0,0,1
2011,"April","Missing","Traffic","0-7","Female","Car passenger","Fixed or stationary object",1,1,0,0,1
2011,"April","Missing","Traffic","0-7","Male","Pedal cyclist","Other and unspecified transport accidents",1,1,0,0,1
2011,"April","Missing","Traffic","17-25","Female","Car driver","Car, pick-up truck or van",2,2,0,0,2
2011,"April","Missing","Traffic","17-25","Female","Car driver","Fixed or stationary object",1,2,0,0,1
2011,"April","Missing","Traffic","17-25","Female","Car driver","Non-collision transport accident",0,9,0,0,0
2011,"April","Missing","Traffic","17-25","Female","Car passenger","Car, pick-up truck or van",1,3,0,0,1
2011,"April","Missing","Traffic","17-25","Female","Car passenger","Fixed or stationary object",1,3,0,0,1
2011,"April","Missing","Traffic","17-25","Female","Car passenger","Non-collision transport accident",2,2,0,0,2
2011,"April","Missing","Traffic","17-25","Female","Pedal cyclist","Non-collision transport accident",1,1,0,0,1
